participantid,extraversionbig5,agreeable,neuroticismbig5,conscientiousnessbig5,opennessbig5,income,education,totalallowance,assignedallowancelevel,stdactions,z_extraversionbig5,z_agreeable,z_neuroticismbig5,z_conscientiousnessbig5,z_opennessbig5,z_net_income,z_stdactions,reducation,weighted_ttp,min_weighted_ttp,max_weighted_ttp,weighted_ttp06,choice_length_deterministic,bs_weighted_loyalty,weighted_loyalty,min_weighted_loyalty,max_weighted_loyalty,weighted_loyalty15,choice1_loyalty_deterministic,choice2_loyalty_deterministic,choice3_loyalty_deterministic,choice4_loyalty_deterministic,choice5_loyalty_deterministic,WTP_calculated,z_WTP_calculated,min_WTP_calculated,max_WTP_calculated,WTP_calculated15,choice1_WTP_deterministic,choice2_WTP_deterministic,choice3_WTP_deterministic,choice4_WTP_deterministic,choice5_WTP_deterministic,WTP_noincome,weighted_WTP_categorical,z_WTP_categorical,RT_calculated_hs,z_RT_calculated_hs,min_RT_calculated,max_RT_calculated,RT_calculated15,choice1_RT_deterministic,choice2_RT_deterministic,choice3_RT_deterministic,choice4_RT_deterministic,choice5_RT_deterministic,RT_noincome_hs,weighted_RT_categorical,z_RT_categorical,Flexibility_calculated_ivw,z_Flexibility_calculated_ivw,anchored_flexibility,z_anchored_flexibility,min_Flexibility_combined,max_Flexibility_combined,Flexibility_combined15,choice1_flex_deterministic,choice2_flex_deterministic,choice3_flex_deterministic,choice4_flex_deterministic,choice5_flex_deterministic,sWTP_calculated,min_sWTP_calculated,max_sWTP_calculated,sWTP_calculated15,choice1_WTP_calculated_stoc,choice2_WTP_calculated_stoc,choice3_WTP_calculated_stoc,choice4_WTP_calculated_stoc,choice5_WTP_calculated_stoc
806,4.2,3.15,2.1,3.3,4.3,15993.59248,2,32,2,1.060660124,0.9187164903,-1.061082244,-0.8803700209,-0.6381515861,0.4721246362,-0.6967949271,-0.1861104965,1,-0.02616370656,-0.07178839296,0.1379993707,1.304859519,1,-0.03666535392,-1.022335887,3.400620699,-3.031393766,2,1,4,5,2,,-0.4008330703,-0.5756633878,-1.397873402,5.470183372,1,3,2,1,4,5,0.08552979678,-0.3391543925,-0.5101947784,0.1177680045,1.803105831,-2.646594286,3.333152533,4,3,5,,,,0.1225579083,0.118340008,1.812008381,-0.002804076299,-0.02432963438,-0.06477484852,-0.08108153939,-2.965258121,3.648804188,3,3,1,5,,,-0.6059010625,-1.859476447,3.782505274,2,2,1,4,5,
807,3,3.366666667,2.9,3.4,3.9,25745.17615,2,72,3,1.164964795,-0.7981285453,-0.4806284606,0.2892793417,-0.4594691396,-0.3170986474,-0.1462189406,-0.03165011108,1,0.03486318514,-0.07178839296,0.1379993707,3.050219774,3,-0.01049652603,-0.2926734388,3.400620699,-3.031393766,3,4,5,2,,,-0.1590803117,-0.2284659445,-1.397873402,5.470183372,1,3,2,1,4,5,-0.05701949447,-0.2430908978,-0.361882627,-0.0006129890098,-0.009385260753,-2.646594286,3.333152533,3,1,3,5,,,0.0003921487951,-0.00138305116,-0.02117647044,-0.08705740422,-0.7553555965,-0.574429214,-0.7190384269,-2.965258121,3.648804188,2,4,3,1,5,,-1.320764542,-1.859476447,3.782505274,1,3,2,1,4,5
808,4.1,3.316666667,2.3,3.4,3.5,13492.43662,2,12,1,1.505940676,0.7756460309,-0.61457932,-0.5879576802,-0.4594691396,-1.106321931,-0.8380105495,0.4732866883,1,-0.008710337803,-0.07178839296,0.1379993707,1.804023385,1,-0.03876216337,-1.08080101,3.400620699,-3.031393766,2,1,4,5,2,,-0.5161873102,-0.7413313985,-1.397873402,5.470183372,1,3,2,1,4,5,0.06874402612,-0.6715484858,-1.023377061,0.04421539605,0.6769669056,-2.646594286,3.333152533,3,1,3,5,,,0.0499760434,0.04314534366,0.6606368423,-0.03719361499,-0.3227112889,-0.1237117946,-0.1548555195,-2.965258121,3.648804188,3,3,1,5,,,-0.9631063342,-1.859476447,3.782505274,1,3,2,1,4,5
809,4.1,3.466666667,2.2,2.8,3.4,17060.12257,2,32,2,1.772810578,0.7756460309,-0.2127267271,-0.7341638803,-1.531563759,-1.303627729,-0.6365784407,0.8684830666,1,-0.01410061959,-0.07178839296,0.1379993707,1.649862051,1,-0.02849887498,-0.7946308851,3.400620699,-3.031393766,2,1,4,5,2,,-0.3805402517,-0.5465195179,-1.397873402,5.470183372,1,3,2,1,4,5,0.06379151344,-0.3608926833,-0.543756485,0.06953083724,1.064563036,-2.646594286,3.333152533,4,3,5,,,,0.07390680164,0.06968890131,1.067068577,-0.06691996753,-0.5806326866,-0.2183537483,-0.2733230293,-2.965258121,3.648804188,3,3,1,5,,,0.1688436568,-1.859476447,3.782505274,2,2,1,4,5,
810,1.8,3.016666667,2,3.2,3.4,62716.25952,2,200,5,0.7071067691,-2.51497364,-1.418284535,-1.026576161,-0.8168340325,-1.303627729,1.941174388,-0.709672749,1,0.01539925952,-0.07178839296,0.1379993707,2.493554354,2,-0.03343857825,-0.9323641062,3.400620699,-3.031393766,2,1,4,5,2,,1.174080491,1.686176062,-1.397873402,5.470183372,3,1,4,5,,,-0.1808592826,0.9497687221,1.479769826,0.02903121524,0.4444870651,-2.646594286,3.333152533,3,1,3,5,,,0.01568720117,0.02683770098,0.4109362364,-0.1439231187,-1.248752356,-1.113982439,-1.394420981,-2.965258121,3.648804188,2,4,3,1,5,,1.693927765,-1.859476447,3.782505274,4,4,5,,,
811,4.3,2.666666667,2.9,4,4.6,15041.19009,2,32,2,1,1.06178689,-2.35594058,0.2892793417,0.6126255393,1.064042091,-0.7505677342,-0.2759395242,1,-0.01715927757,-0.07178839296,0.1379993707,1.562384844,1,-0.07162296027,-1.997054935,3.400620699,-3.031393766,1,3,1,4,5,2,-0.4111253917,-0.5904448628,-1.397873402,5.470183372,1,3,2,1,4,5,0.1127708778,-0.3119133115,-0.4681373537,0.1083938703,1.659581661,-2.646594286,3.333152533,4,3,5,,,,0.1135534197,0.1093355194,1.674132705,-0.04895284772,-0.4247405231,-0.3875402808,-0.4851012826,-2.965258121,3.648804188,2,4,3,1,5,,-1.246768117,-1.859476447,3.782505274,1,3,2,1,4,5
812,3.6,3.716666667,2.3,3.8,4,23226.81346,2,72,3,1.959409475,0.06029396132,0.4570276141,-0.5879576802,0.2552606463,-0.119792819,-0.2884061038,1.144809484,1,0.02768174745,-0.07178839296,0.1379993707,2.844831705,2,0.0122270463,0.3409253657,3.400620699,-3.031393766,3,4,5,2,,,-0.2021850049,-0.2903715074,-1.397873402,5.470183372,1,3,2,1,4,5,-0.0008775391616,-0.1869489402,-0.2752052248,-0.01566595212,-0.2398560643,-2.646594286,3.333152533,3,1,3,5,,,-0.01368339267,-0.01545859221,-0.2366994321,0.06412374228,0.5563711524,0.7034807205,0.8805779219,-2.965258121,3.648804188,3,3,1,5,,,-0.09057186544,-1.859476447,3.782505274,2,2,1,4,5,
813,3.7,3.25,3,3.6,4.1,55437.56933,1,200,5,1.164964795,0.2033643872,-0.7931804657,0.4354855418,-0.1021042541,0.07751300186,1.530218363,-0.03165011108,0,-0.009581679478,-0.07178839296,0.1379993707,1.779103041,1,-0.02567749843,-0.7159627676,3.400620699,-3.031393766,2,1,4,5,2,,1.093905687,1.57103169,-1.397873402,5.470183372,3,1,4,5,,,0.02581326291,1.156441212,1.798850894,0.0411520265,0.6300646663,-2.646594286,3.333152533,3,1,3,5,,,0.03063300438,0.04178350419,0.6397845149,-0.06090660766,-0.5284576416,-0.4042557478,-0.5060247779,-2.965258121,3.648804188,2,4,3,1,5,,1.055666566,-1.859476447,3.782505274,3,1,4,5,,
814,3,3.15,3.2,3.5,3.4,23514.97477,1,72,3,0.6408699155,-0.7981285453,-1.061082244,0.7278978825,-0.2807866931,-1.303627729,-0.2721364498,-0.8077601194,0,0.005055379588,-0.07178839296,0.1379993707,2.197721004,2,-0.03926618025,-1.094854474,3.400620699,-3.031393766,2,1,4,5,2,,-0.2398170978,-0.3444174826,-1.397873402,5.470183372,1,3,2,1,4,5,-0.04986585677,-0.2359372526,-0.3508381248,-0.02025438473,-0.310108006,-2.646594286,3.333152533,2,2,1,3,5,,-0.01838366501,-0.02015886456,-0.3086694181,-0.1595457047,-1.38430202,-1.240166545,-1.552371264,-2.965258121,3.648804188,2,4,3,1,5,,-0.3132129312,-1.859476447,3.782505274,2,2,1,4,5,
815,4.3,3.666666667,2.2,4.1,4.5,6626.876605,2,12,1,0.9910312295,1.06178689,0.323076725,-0.7341638803,0.7913079858,0.8667362928,-1.225641251,-0.2892209888,1,0.01199192926,-0.07178839296,0.1379993707,2.396105289,2,0.009060844779,0.2526425123,3.400620699,-3.031393766,3,4,5,2,,,-0.7757434845,-1.114097476,-1.397873402,5.470183372,1,3,2,1,4,5,0.07975409925,-0.6532959938,-0.9951970577,0.01592274383,0.2437877208,-2.646594286,3.333152533,3,1,3,5,,,0.02434804291,0.01751734316,0.2682240605,0.1407448202,1.22117579,0.8435766101,1.055942059,-2.965258121,3.648804188,4,1,5,,,,-0.55618155,-1.859476447,3.782505274,2,2,1,4,5,
816,4.4,3.316666667,4.1,2.9,4.6,22306.81891,1,72,3,1.807721496,1.204857349,-0.61457932,2.043753386,-1.352881312,1.064042091,-0.3403491378,0.9201812148,0,-0.001456815982,-0.07178839296,0.1379993707,2.01147294,2,-0.01917813905,-0.5347418785,3.400620699,-3.031393766,2,1,4,5,2,,-0.1349707544,-0.1938405931,-1.397873402,5.470183372,1,3,2,1,4,5,0.1025929451,-0.08347845078,-0.1154574379,0.07710826397,1.18057847,-2.646594286,3.333152533,4,3,5,,,,0.07944789529,0.07767269015,1.189315319,-0.1492300332,-1.294797897,-0.7410531044,-0.9276089072,-2.965258121,3.648804188,2,4,3,1,5,,-0.2506875992,-1.859476447,3.782505274,2,2,1,4,5,
817,3.4,4.05,2.6,4,4.8,4510.887371,2,12,1,1.457737923,-0.2258468717,1.350033402,-0.1493391693,0.6126255393,1.458653688,-1.345110297,0.4019052684,1,0.0597243011,-0.07178839296,0.1379993707,3.761244297,3,0.05996618047,1.67203021,3.400620699,-3.031393766,4,5,2,,,,-0.973336041,-1.397873402,-1.397873402,5.470183372,1,3,2,1,4,5,-0.03444907442,-0.7595670223,-1.159268618,-0.05215784907,-0.7985711098,-2.646594286,3.333152533,2,2,1,3,5,,-0.04291129857,-0.04974199831,-0.7616427541,0.1420674771,1.23265183,1.024965167,1.282994151,-2.965258121,3.648804188,4,1,5,,,,-1.09884727,-1.859476447,3.782505274,1,3,2,1,4,5
818,4,3.366666667,2.3,3.9,4.9,10517.82644,2,12,1,0.9258201122,0.6325756311,-0.4806284606,-0.5879576802,0.433943063,1.655959487,-1.005957603,-0.3857893944,1,0.003905578749,-0.07178839296,0.1379993707,2.164836645,2,-0.002919509308,-0.08140434325,3.400620699,-3.031393766,3,4,5,2,,,-0.6463481784,-0.9282641411,-1.397873402,5.470183372,1,3,2,1,4,5,0.05581021681,-0.683447659,-1.041748166,0.06590783596,1.00909245,-2.646594286,3.333152533,4,3,5,,,,0.07282298803,0.06599228829,1.010466456,0.09043641388,0.7846736908,0.4920579195,0.6159306169,-2.965258121,3.648804188,3,3,1,5,,,-0.9427191019,-1.859476447,3.782505274,1,3,2,1,4,5
819,4.1,3.466666667,2.7,2.8,4,18209.30472,2,32,2,1.407885909,0.7756460309,-0.2127267271,-0.003132989397,-1.531563759,-0.119792819,-0.571695447,0.3280815184,1,0.0002202754695,-0.07178839296,0.1379993707,2.059437513,2,-0.01551568694,-0.4326221347,3.400620699,-3.031393766,3,4,5,2,,,-0.3352518976,-0.4814778268,-1.397873402,5.470183372,1,3,2,1,4,5,0.06379151344,-0.3608926833,-0.543756485,0.07947289199,1.216782451,-2.646594286,3.333152533,4,3,5,,,,0.08340284228,0.07918494195,1.21247077,-0.0715213269,-0.6205564737,-0.3833969831,-0.4799149334,-2.965258121,3.648804188,2,4,3,1,5,,-0.9401541948,-1.859476447,3.782505274,1,3,2,1,4,5
821,3.4,3.633333333,2.3,3.8,4.5,19791.02811,1,32,2,0,-0.2258468717,0.2337761521,-0.5879576802,0.2552606463,0.8667362928,-0.4823910892,-1.756797314,0,-0.001618795446,-0.07178839296,0.1379993707,2.006840467,2,0.01895472407,0.5285124183,3.400620699,-3.031393766,3,4,5,2,,,-0.357401073,-0.5132877827,-1.397873402,5.470183372,1,3,2,1,4,5,-0.02069208212,-0.445376277,-0.674190402,0.007604838349,0.1164351031,-2.646594286,3.333152533,3,1,3,5,,,0.01092088968,0.006702989805,0.1026359946,0.07617131621,0.6609022021,0.05647732317,0.07069515437,-2.965258121,3.648804188,3,3,1,5,,,-0.3822160363,-1.859476447,3.782505274,2,2,1,4,5,
824,3.9,3.9,1.3,5,4.3,46519.96036,1,200,5,0.5175491571,0.4895052314,0.9481807947,-2.050019503,2.399450064,0.4721246362,1.026728749,-0.9903806448,0,-0.009154047817,-0.07178839296,0.1379993707,1.791333318,1,0.02968889102,0.827812016,3.400620699,-3.031393766,3,4,5,2,,,0.7435749769,1.067898154,-1.397873402,5.470183372,2,2,1,4,5,,0.0269182995,1.157546282,1.800557017,-0.04428786039,-0.6780763865,-2.646594286,3.333152533,2,2,1,3,5,,-0.05134579539,-0.04019529372,-0.615464747,0.296287626,2.57074666,1.680464864,2.103512049,-2.965258121,3.648804188,4,1,5,,,,0.8072656989,-1.859476447,3.782505274,3,1,4,5,,
828,4.4,3.666666667,3,4,4.3,32799.88267,1,128,4,0.7440237999,1.204857349,0.323076725,0.4354855418,0.6126255393,0.4721246362,0.2520909309,-0.6550039053,0,0.001411967911,-0.07178839296,0.1379993707,2.093519926,2,0.003326951992,0.09276503325,3.400620699,-3.031393766,3,4,5,2,,,0.2669965327,0.3834517002,-1.397873402,5.470183372,2,2,1,4,5,,0.09103707224,0.3403687775,0.5389190316,-0.002511930885,-0.03845931217,-2.646594286,3.333152533,3,1,3,5,,,-0.004244853742,-0.001801753766,-0.0275875926,0.0606177114,0.5259510279,0.2307122946,0.2887927592,-2.965258121,3.648804188,3,3,1,5,,,-0.1849054843,-1.859476447,3.782505274,2,2,1,4,5,
829,3.2,3.233333333,3.5,3.7,4.1,16925.21319,1,32,2,1.302470207,-0.5119876862,-0.8378307819,1.166516423,0.07657819241,0.07751300186,-0.6441954374,0.1719758511,0,0.0164699778,-0.07178839296,0.1379993707,2.524176836,2,-0.02002747916,-0.5584239364,3.400620699,-3.031393766,2,1,4,5,2,,-0.4796997309,-0.688929081,-1.397873402,5.470183372,1,3,2,1,4,5,-0.03005131148,-0.4547355175,-0.6886401176,-0.01592706144,-0.2438538224,-2.646594286,3.333152533,3,1,3,5,,,-0.01149873435,-0.01571663469,-0.2406505495,-0.1085597724,-0.9419214129,-0.663447082,-0.830466032,-2.965258121,3.648804188,2,4,3,1,5,,-1.064497352,-1.859476447,3.782505274,1,3,2,1,4,5
830,3.7,3.916666667,3.3,3.7,4.3,33238.04805,1,128,4,1.281739831,0.2033643872,0.9928310513,0.874104023,0.07657819241,0.4721246362,0.276829809,0.1412771195,0,0.03234808147,-0.07178839296,0.1379993707,2.978288174,2,0.03388201073,0.9447283149,3.400620699,-3.031393766,4,5,2,,,,0.1970292777,0.282967031,-1.397873402,5.470183372,2,2,1,4,5,,0.003802077146,0.2531337738,0.4042371809,-0.04517128691,-0.6916022301,-2.646594286,3.333152533,2,2,1,3,5,,-0.0470742695,-0.04463117197,-0.6833863854,0.02356801368,0.2044884264,0.188685596,0.2361860871,-2.965258121,3.648804188,3,3,1,5,,,0.969014287,-1.859476447,3.782505274,3,1,4,5,,
831,2.5,2.85,2.4,2.8,3.9,9927.465374,1,12,1,0.5175491571,-1.513480663,-1.864787459,-0.4417515099,-1.531563759,-0.3170986474,-1.039289474,-0.9903806448,0,-0.03249711171,-0.07178839296,0.1379993707,1.123725057,1,-0.04627034441,-1.290150762,3.400620699,-3.031393766,2,1,4,5,2,,-0.8217997551,-1.180241942,-1.397873402,5.470183372,1,3,2,1,4,5,-0.09637568146,-0.8463247418,-1.293213606,0.08732455224,1.336996555,-2.646594286,3.333152533,4,3,5,,,,0.09446883202,0.08763813227,1.341904998,-0.1821772158,-1.580664873,-1.433093786,-1.793866754,-2.965258121,3.648804188,1,2,4,3,1,5,-0.9877989888,-1.859476447,3.782505274,1,3,2,1,4,5
832,3.1,3.916666667,3.6,2.7,4,32209.32045,1,128,4,0.7071067691,-0.6550581455,0.9928310513,1.312722564,-1.710246205,-0.119792819,0.2187476903,-0.709672749,0,0.03792882338,-0.07178839296,0.1379993707,3.137896776,3,0.03582739457,0.9989712238,3.400620699,-3.031393766,4,5,2,,,,0.0887901336,0.1275174916,-1.397873402,5.470183372,2,2,1,4,5,,-0.06389575452,0.1854359508,0.2997187078,-0.02557026409,-0.391497612,-2.646594286,3.333152533,2,2,1,3,5,,-0.02707397938,-0.02463087998,-0.3771443665,-0.1210300103,-1.050119758,-0.9650080204,-1.207943201,-2.965258121,3.648804188,2,4,3,1,5,,0.7080832124,-1.859476447,3.782505274,3,1,4,5,,
833,3.3,2.7,3.1,2.8,3.1,15236.88304,1,32,2,0,-0.3689172864,-2.266639948,0.5816916823,-1.531563759,-1.895545125,-0.7395188808,-1.756797314,0,-0.03704737872,-0.07178839296,0.1379993707,0.9935880303,0,-0.08725771308,-2.432996988,3.400620699,-3.031393766,1,3,1,4,5,2,-0.5173435807,-0.7429919839,-1.397873402,5.470183372,1,3,2,1,4,5,-0.001159393811,-0.4258435965,-0.6440339684,0.07125158608,1.090908766,-2.646594286,3.333152533,4,3,5,,,,0.07633518428,0.07211728394,1.104251623,-0.2797050774,-2.426867723,-2.259350061,-2.828128338,-2.965258121,3.648804188,1,2,4,3,1,5,-0.7571060061,-1.859476447,3.782505274,1,3,2,1,4,5
834,2.7,2.783333333,2.3,3.4,4.1,10605.64072,1,12,1,1.388730168,-1.227339864,-2.043388605,-0.5879576802,-0.4594691396,0.07751300186,-1.00099957,0.2997145951,0,-0.03323464841,-0.07178839296,0.1379993707,1.102631569,1,-0.05027811602,-1.40189898,3.400620699,-3.031393766,2,1,4,5,2,,-0.7703063488,-1.106288791,-1.397873402,5.470183372,1,3,2,1,4,5,-0.07160862535,-0.8229371905,-1.257105589,0.07453265041,1.141144037,-2.646594286,3.333152533,4,3,5,,,,0.08141371608,0.07458301634,1.142006636,-0.1140570343,-0.9896185398,-0.6672852635,-0.8352704644,-2.965258121,3.648804188,2,4,3,1,5,,-1.278339028,-1.859476447,3.782505274,1,3,2,1,4,5
835,3.6,3.566666667,3.5,3.4,4,16995.70401,1,32,2,0,0.06029396132,0.05517499894,1.166516423,-0.4594691396,-0.119792819,-0.6402155161,-1.756797314,0,0.01877040043,-0.07178839296,0.1379993707,2.589968443,2,-0.0002001047687,-0.005579494871,3.400620699,-3.031393766,3,4,5,2,,,-0.4427954555,-0.6359283924,-1.397873402,5.470183372,1,3,2,1,4,5,0.004074978177,-0.4206092358,-0.6359526515,-0.02008918487,-0.3075786829,-2.646594286,3.333152533,2,2,1,3,5,,-0.01568821631,-0.01990611665,-0.3047993779,-0.08439878374,-0.7322880626,-0.9884153605,-1.237243176,-2.965258121,3.648804188,2,4,3,1,5,,-0.5667484999,-1.859476447,3.782505274,2,2,1,4,5,
836,3.8,4.216666667,2.2,4.6,4.3,26786.30189,1,72,3,1.125991583,0.3464348018,1.796536207,-0.7341638803,1.684720159,0.4721246362,-0.08743680269,-0.08936390281,0,0.02743322775,-0.07178839296,0.1379993707,2.837724209,2,0.05733015016,1.598530054,3.400620699,-3.031393766,4,5,2,,,,-0.05585087463,-0.08021119982,-1.397873402,5.470183372,1,3,2,1,4,5,0.005180014763,-0.1808913797,-0.2658529878,-0.09495326132,-1.453797102,-2.646594286,3.333152533,1,4,2,1,3,5,-0.09435220063,-0.09612740576,-1.47189045,0.2299347967,1.995034695,1.473935008,1.844989538,-2.965258121,3.648804188,4,1,5,,,,0.1085544527,-1.859476447,3.782505274,2,2,1,4,5,
837,3.9,3.566666667,1.8,3.5,4.2,20470.66035,1,72,3,1.832250714,0.4895052314,0.05517499894,-1.318988562,-0.2807866931,0.2748188078,-0.4440189302,0.9565054774,0,-0.03485778347,-0.07178839296,0.1379993707,1.05621016,1,-9.086461796e-05,-0.002533564111,3.400620699,-3.031393766,3,4,5,2,,,-0.2720013261,-0.3906394243,-1.397873402,5.470183372,1,3,2,1,4,5,0.03792389482,-0.1481475085,-0.2152998149,0.05810661986,0.8896507025,-2.646594286,3.333152533,3,1,3,5,,,0.06115889177,0.05938369408,0.9092764854,0.07828657329,0.6792553067,0.7485678196,0.9370154142,-2.965258121,3.648804188,3,3,1,5,,,-0.1307316422,-1.859476447,3.782505274,2,2,1,4,5,
838,1.4,3.516666667,4.3,3.5,4.3,41413.02959,1,128,4,0.3535533845,-3.087255239,-0.07877586782,2.336165667,-0.2807866931,0.4721246362,0.7383905649,-1.233235002,0,0.08893303573,-0.07178839296,0.1379993707,4.596610069,4,0.03308469057,0.9224966764,3.400620699,-3.031393766,4,5,2,,,,0.2728970647,0.3919258714,-1.397873402,5.470183372,2,2,1,4,5,,-0.2424995452,0.006832149345,0.0239728298,-0.1094900817,-1.676365376,-2.646594286,3.333152533,1,4,2,1,3,5,-0.1145659238,-0.1121228263,-1.716810346,-0.1927823126,-1.672680259,-1.562819004,-1.956249595,-2.965258121,3.648804188,1,2,4,3,1,5,-0.02704013512,-1.859476447,3.782505274,2,2,1,4,5,
839,3.3,2.983333333,3.1,3.7,2.8,15691.6946,1,32,2,1.281739831,-0.3689172864,-1.507585168,0.5816916823,0.07657819241,-2.487462521,-0.713840127,0.1412771195,0,-0.009066796862,-0.07178839296,0.1379993707,1.793828726,1,-0.07027580589,-1.959492326,3.400620699,-3.031393766,1,3,1,4,5,2,-0.5087745786,-0.7306854725,-1.397873402,5.470183372,1,3,2,1,4,5,-0.01051414665,-0.4351983368,-0.6584767103,-0.03269171342,-0.500531733,-2.646594286,3.333152533,2,2,1,3,5,,-0.02778463624,-0.03200253844,-0.4900183082,-0.1823361218,-1.582043648,-1.151213408,-1.441024661,-2.965258121,3.648804188,2,4,3,1,5,,-0.5552868843,-1.859476447,3.782505274,2,2,1,4,5,
840,3.7,3.3,2.4,3.9,3.8,38844.91993,1,128,4,0.7071067691,0.2033643872,-0.6592296362,-0.4417515099,0.433943063,-0.5144044757,0.5933946967,-0.709672749,0,-0.01955498941,-0.07178839296,0.1379993707,1.493867874,1,-0.0280267112,-0.7814656496,3.400620699,-3.031393766,2,1,4,5,2,,0.4383519292,0.6295467615,-1.397873402,5.470183372,2,2,1,4,5,,0.02416242473,0.2734941244,0.4356714785,0.01753742248,0.2685095072,-2.646594286,3.333152533,3,1,3,5,,,0.01345831063,0.01590141095,0.2434810996,0.001297838287,0.0112607237,-0.1689726412,-0.2115105242,-2.965258121,3.648804188,3,3,1,5,,,0.0941310823,-1.859476447,3.782505274,2,2,1,4,5,
841,2,3.533333333,3.8,2.1,4,42227.75586,1,200,5,0,-2.228832722,-0.03412557766,1.605134964,-2.782341003,-0.119792819,0.7843901515,-1.756797314,0,0.03975886852,-0.07178839296,0.1379993707,3.190235615,3,0.0195369143,0.5447455645,3.400620699,-3.031393766,3,4,5,2,,,0.3721523285,0.5344730616,-1.397873402,5.470183372,2,2,1,4,5,,-0.1753520072,0.9552760124,1.488272548,0.0103053553,0.1577817947,-2.646594286,3.333152533,3,1,3,5,,,0.004913302604,0.01606380194,0.2459675968,-0.2712968588,-2.353913546,-2.204634428,-2.759638309,-2.965258121,3.648804188,1,2,4,3,1,5,0.1378296763,-1.859476447,3.782505274,2,2,1,4,5,
842,3.1,3.4,2.2,3.9,3.8,22996.59614,1,72,3,0.9161253572,-0.6550581455,-0.3913278878,-0.7341638803,0.433943063,-0.5144044757,-0.3014042079,-0.4001459479,0,-0.007428579032,-0.07178839296,0.1379993707,1.840681434,1,-0.01130496431,-0.3152150512,3.400620699,-3.031393766,3,4,5,2,,,-0.2572172284,-0.3694069982,-1.397873402,5.470183372,1,3,2,1,4,5,-0.046837084,-0.2329084873,-0.3461620212,-0.01383615192,-0.2118406147,-2.646594286,3.333152533,3,1,3,5,,,-0.01176423952,-0.01353943907,-0.2073135972,0.01252523623,0.1086755097,-0.01852985471,-0.02319464087,-2.965258121,3.648804188,3,3,1,5,,,-0.09995954484,-1.859476447,3.782505274,2,2,1,4,5,
843,2.8,3.75,2,2.9,4.2,32819.02561,1,128,4,1.552647471,-1.084269404,0.546328187,-1.026576161,-1.352881312,0.2748188078,0.253171742,0.5424528122,0,-0.006060237531,-0.07178839296,0.1379993707,1.879815817,1,0.03056566976,0.8522590995,3.400620699,-3.031393766,4,5,2,,,,0.08447200805,0.1213159412,-1.397873402,5.470183372,2,2,1,4,5,,-0.09224186838,0.1570898294,0.2559552193,0.03608357534,0.5524633527,-2.646594286,3.333152533,3,1,3,5,,,0.03434322402,0.03678632155,0.5632683039,0.00273132557,0.02369841002,0.1533870101,0.1920012981,-2.965258121,3.648804188,3,3,1,5,,,1.026400685,-1.859476447,3.782505274,3,1,4,5,,
844,3.5,3.65,2.6,3.6,4.8,31053.66919,1,128,4,0.7071067691,-0.08277645707,0.2784264386,-0.1493391693,-0.1021042541,1.458653688,0.1534994394,-0.709672749,0,0.002362750238,-0.07178839296,0.1379993707,2.120712042,2,0.02542094886,0.7088094354,3.400620699,-3.031393766,3,4,5,2,,,0.09718322009,0.1395713687,-1.397873402,5.470183372,2,2,1,4,5,,-0.009959391318,0.239372313,0.3829908967,0.03033694066,0.4644785821,-2.646594286,3.333152533,3,1,3,5,,,0.02928175591,0.0317248553,0.4857677221,0.05789019912,0.5022856593,0.1992960572,0.2494676709,-2.965258121,3.648804188,3,3,1,5,,,-0.2005208135,-1.859476447,3.782505274,2,2,1,4,5,
845,3.4,3,3,3,3,36861.79492,1,128,4,1.457737923,-0.2258468717,-1.462934852,0.4354855418,-1.174198866,-2.092850924,0.4814271629,0.4019052684,0,-0.02459576353,-0.07178839296,0.1379993707,1.349702477,1,-0.06597343832,-1.839529991,3.400620699,-3.031393766,1,3,1,4,5,2,0.3362547159,0.4829180539,-1.397873402,5.470183372,2,2,1,4,5,,0.0002185445774,0.2495502383,0.3987045586,0.03777447343,0.5783521533,-2.646594286,3.333152533,3,1,3,5,,,0.03446504846,0.03690814599,0.5651336312,-0.2179337293,-1.890907168,-1.317704082,-1.649428368,-2.965258121,3.648804188,1,2,4,3,1,5,0.3345772028,-1.859476447,3.782505274,2,2,1,4,5,
846,2.3,4.216666667,2.2,3.8,4.8,23412.34105,1,72,3,1.125991583,-1.799621463,1.796536207,-0.7341638803,0.2552606463,1.458653688,-0.2779311836,-0.08936390281,0,0.0472866483,-0.07178839296,0.1379993707,3.405529022,3,0.08924191445,2.488322258,3.400620699,-3.031393766,5,2,,,,,-0.358060509,-0.5142348409,-1.397873402,5.470183372,1,3,2,1,4,5,-0.1640645564,-0.3501359522,-0.5271492004,-0.07460960746,-1.142322302,-2.646594286,3.333152533,2,2,1,3,5,,-0.07269905508,-0.07447426021,-1.14034009,0.1458812654,1.265742183,0.9269656539,1.160323858,-2.965258121,3.648804188,4,1,5,,,,-0.51025635,-1.859476447,3.782505274,2,2,1,4,5,
